Movie Name,Storyline
Whatever It Takes: Inside the eBay Scandal,"In 2019, a middle-aged couple are subjected to cyberstalking and bizarre deliveries. As the harassment intensifies, the police and FBI close in on a Silicon Valley giant and some very unlikely suspects."
Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past."
The Southern Chronicles,"It follows Rimants who is more interested in playing rugby, listening to music and dealing on the black market than studying for school, but when he falls in love with Monika, his faith in love and the future is tested."
18×2 Beyond Youthful Days,"Jimmy grows close to Ami, a Japanese backpacker, during one summer, then she leaves suddenly. Years later, a postcard draws him to Japan to face his first love and reflect on who he has become."
Ghost Killer,"After being possessed by the ghost of vengeful hit man Kudo, college student Fumika Matsuoka agrees to help him finish his quest for vengeance from beyond the grave."
Rumours,"The leaders of seven wealthy democracies get lost in the woods while drafting a statement on a global crisis, facing danger as they attempt to find their way out."
Chosen Family,"Yoga teacher Ann is trying to find inner peace despite having a manic family, a miserable dating life, and an inability to say no that keeps her busy trying to fix everyone else's problems."
Yacht Rock: A Dockumentary,"Chronicles the rise of the smooth West Coast sound pioneered by artists like Steely Dan, Toto, and Michael McDonald, exploring its widespread influence."
Gaslit by My Husband: The Morgan Metzer Story,"Morgan's ex-husband Rodney shows up minutes after a masked intruder has assaulted her in her home. Rodney's answers to the authorities' questions don't seem to add up, which makes him the prime suspect in the attack. Based on a true story."
Piece by Piece,"A vibrant journey through the life of Pharrell Williams, told through the lens of Lego animation."
Soundtrack to a Coup d'Etat,Jazz and decolonization are entwined in this historical rollercoaster that rewrites the Cold War episode that led musicians Abbey Lincoln and Max Roach to crash the UN Security Council in protest against the murder of Patrice Lumumba.
Chime,A school teacher is woken by a sound that fills him with dread.
Beating Hearts,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together."
Stream,"The Keenan family's simple weekend getaway truly turns into a vacation to die for, as four deranged killers playing a sadistic game lock down their hotel and compete for the most creative murders of all the guests."
Bedspacer,Janice's steamy obsession to imitate Lexi propels them to campus stardom. But dark secrets blur the lines between authenticity and seductive deception.
The Last Breath,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.
Macbeth,"Macbeth encounters witches who foretell his kingship. Lady Macbeth hatches a plot to seize the throne. Guilt and paranoia consume them as rebellion and Lady Macbeth's spiral lead to their downfall, prophecies' sinister unraveling."
Hatiran Yeter,"The story starts from the fact that the world is a silent place for the hearing-impaired Baha. However, his life changes when he meets someone with a similar condition named Leyla. Leyla opens a way for Baha to rediscover the world, and this love turns into Baha's greatest challenge."
The Thundermans Return,"It centers on the family as they begin a new era of superhero crimefighting. When one save goes wrong, the Thundermans are sent back to Hiddenville."
Roti Kapda Romance,"Childhood pals scattered worldwide reconnect after years apart. Together, they road trip across India to Goa, one friend determined to confront his ex who broke his heart and show her the mistake she made."
Escape from the 21st Century,"In 1999, three Chinese teenagers are firmly convinced that all their problems will be solved once they grow up. But a particular incident turns their world upside down."
Crossing,"Lia, a retired teacher, has promised to find her long-lost niece, Tekla. Her search takes her to Istanbul where she meets Evrim, a lawyer fighting for trans rights, and Tekla starts to feel closer than ever."
Unit 234,"After the shocking discovery of an unconscious man in a locked unit, the lone employee of a remote storage facility must fight to survive the night against a ruthless gang, dead set on retrieving their precious cargo - at any cost."
Behind the Lines,Follows a passionate historian who travels the world to find and preserve letters written during times of war.
The Body,"A night watchman escapes from the morgue where he works and is run over. The inspector called to investigate discovers that the body of a recently deceased woman is missing. Questioning the widower, he begins to suspect him."
